chunk_id,doc_id,file_name,source_type,doc_title,h1,h2,h3,section_path,text
CH0059,DOC003,taking_holiday.md,benefits,taking_holiday,Taking Holiday,Additional considerations,,Taking Holiday > Additional considerations,"* We use the HiBob calendar when working out project allocation and the number of days being billed to clients, so it's important that it is always up-to-date and accurate.  
* Time off due to illness and/or injury are handled separately. Flexible holiday cannot be used for these types of absences.  
* If a team members performance declines significantly due to abuse of this policy, then we reserve the right to review their use of this policy.  
* If you leave Made Tech part way through the year your contractual holiday allowance will be pro-rated to account for your leave date. In some cases this might mean we'll pay you for accrued and unused holiday and in others it might mean you'll have to pay days taken over your pro-rated allowance back."
CH0060,DOC003,taking_holiday.md,benefits,taking_holiday,Taking Holiday,Festive period at Made Tech,Between Christmas and New Years,Taking Holiday > Festive period at Made Tech > Between Christmas and New Years,"* We only work for clients during the 3 days between Christmas and New Years if they specifically ask for this. Where there is a client requirement we'd look for volunteers to provide this cover. Most team members will not be working during this time.
* Please note - you will need to book this time off as holiday in HiBob unless it has been agreed that you are working."
CH0061,DOC003,taking_holiday.md,benefits,taking_holiday,Taking Holiday,Festive period at Made Tech,December and January,Taking Holiday > Festive period at Made Tech > December and January,"Taking time off works differently for the two weeks before Christmas and the first week in January as this is a popular time for holidays.
This means we need to coordinate with our team beyond what we may do ordinarily to ensure that there is fair access to holiday and adequate cover of team members working across client deliveries.  
* We'll consult with our clients as early as possible to understand what level of cover they will need.
* Time off requests submitted for this period are typically reviewed and confirmed by mid October."
CH0062,DOC013,Unum_Help_at_hand.md,benefits,Unum_Help_at_hand,Unum Help@hand,,,Unum Help@hand,"This benefit is available for all team members, providing you with fast, direct access to medical experts through one easy to use app.
The service provides the following:  
- Access to remote GPs: An unlimited number of video consultations with UK based doctors.
- Mental Health support: Access to therapists (typically delivered by video consultation).
- Physiotherapy: Consultation and treatment with a network of physiotherapists.
- Medical second opinions: Access to UK based private consultants.
- Life, money, and wellbeing support: Advice on a range of life and work issues (see our [employee assistance section.](https://github.com/madetech/handbook/blob/main/guides/welfare/paid_counselling.md#employee-assistance))
- Access to a wellbeing calendar: Packed with resources, awareness dates, and support tools.  
To get started, download the app and log in using the details found in your invitation email."
CH0063,DOC014,work_ready.md,benefits,work_ready,Work Ready,,,Work Ready,"**Work Ready Budget Policy**
From your first day at Made Tech, you have a £250 Work Ready allowance. This budget is strictly intended for essential equipment to equip yourself to be able to work from a client, Made Tech, or home office. It doesn't need to all be used in one go - you can come back and use the remaining budget when you need to.  
** Mandatory prerequisites**
Before utilising this budget, you must complete your DSE (Display Screen Equipment) training and assessment via iHASCO. This ensures your purchases align with health and safety requirements for your specific setup.  
**Eligible items (work-related only)**
This budget is for equipment that directly facilitates your work/daily tasks. Examples include:
Visual/tech: External monitors, laptop stands, adapters (HDMI, USB-C).
Peripherals: Keyboards, mice, webcams.
Ergonomics: Ergonomic chairs, stools, standing desks.
Audio/Power: Headsets for calls, extension leads.
Protection: Laptop bags/sleeves, privacy screens.  
** Ineligible Items (non-work expenses)**
To maintain the integrity of this benefit, the budget cannot be used for general household, lifestyle, or comfort items, including but not limited to:
Food/Drink: Coffee machines, kettles, snacks etc.
Decor: Plants, rugs, art etc.
General furniture: Sofas, armchairs, side tables etc.
Utilities: Bills, heating equipment, streaming subscriptions etc.
Non-work tech: Personal mobile phones, tablets, TVs etc.  
Note: If you are unsure whether an item is eligible, please get in touch with the Business Operations team by submitting a request through Ask Made Tech for pre-approval before purchasing. Unauthorised or non-compliant purchases may result in a declined expense or a request for reimbursement to the company.  
**How to purchase**
Happl Card: Purchase equipment directly via the Made Benefits platform using the virtual card on the Work Ready Budget page.
Personal card: If you use your own card, submit the expense via Xero.
Amazon orders: You must upload the final VAT invoice (available after delivery), not the order confirmation receipt.  
Security reminder: To prevent unauthorised charges, do not save the virtual card as a ""default"" or ""one-click"" payment method on any retail websites."
CH0064,DOC001,about.md,company,about,About Made Tech,,,About Made Tech,"As a **purpose-driven organisation**, we believe the **outcomes** we create are more important than the technology we deliver."
CH0065,DOC001,about.md,company,about,About Made Tech,Our purpose –why we do what we do,,About Made Tech > Our purpose –why we do what we do,"We want to positively impact the future of the country by using technology to improve society, **for everyone**.  
We are already working with **brilliant public servants** to **modernise technology** and **accelerate digital delivery**. But we know we can do more to help those who share our vision."
CH0066,DOC001,about.md,company,about,About Made Tech,Our vision – what we want the future to look like,,About Made Tech > Our vision – what we want the future to look like,"We want to **empower** the public sector to deliver and continuously improve digital services that are user-centric, data-driven and freed from legacy technology.  
To achieve this, we help them to modernise working practices, accelerate digital delivery, drive better decisions through data and enable technology and delivery skills."
CH0067,DOC001,about.md,company,about,About Made Tech,Our missions – how we will get there,,About Made Tech > Our missions – how we will get there,"We empower public sector organisations by helping them to become digital by default.  
- **Modernise** legacy technology and working practices
- **Accelerate** digital service and technology delivery
- **Drive** better decisions through data and automation
- **Enable** technology and delivery skills to build better systems"
CH0068,DOC001,about.md,company,about,About Made Tech,Our values – who we are and how we operate,,About Made Tech > Our values – who we are and how we operate,"**Client focus** - we can only succeed in our mission if we’re a trustworthy partner to the public sector. We build strong and lasting relationships with our clients through empathy, flexibility, and pragmatism.  
**Drive to deliver** - we have a strong drive to deliver successful outcomes for our clients and their users, working hard to keep to our commitments and rapidly delivering software that improve people’s lives.  
**Learning and mentoring** - we’re passionate about learning and growth. Whether it's improving ourselves, the team, or the organisation, we believe in the power of continuous improvement.  
**One team** - we collaborate with colleagues, clients and communities to create an environment which is inclusive, integrated, and where everyone supports delivery of the mission."
CH0069,DOC002,welcome_pack.md,company,welcome_pack,Welcome Pack,,,Welcome Pack,"If it's your first day today, we'd just like you to know how happy we are to have you with us :)  
To give you an idea of what to expect from your on-boarding, we have written this short guide. It covers the things that we think are important for new starters and we hope it provides a basis for your successful on-boarding.  
Over the next few days and weeks we'll introduce:  
1. **Company mission, [values](about.md#our-values), business services and EOSs** - We'll talk about our mission and why the business exists. We'll tell you why we think it's important to improve software delivery in every organisation and how you can help us to achieve our mission.
2. **Peer buddy** — As part of our on-boarding process, we'll introduce you to a company buddy who will be available whenever you need them. If anything crops up (from simple questions to emergencies), feel free to let your buddy know and they will do all they can to help.  
It goes without saying that the rest of the team are here too, so there should be plenty of places to turn if you need anything.
3. [**Role expectations**](../roles/README.md) — All our team members have role expectations and we'll work with you to introduce these to you over the coming weeks.
4. **Career development 121s** — As part of your on-boarding process and ongoing career development, you'll have a monthly 121 with your Line Manager or one of the company directors. These sessions are an opportunity for us to review your progress, look at areas where we can provide support.
5. **Marketplace** — Every Friday, we run showcases. Please contribute to these and once you're feeling confident enough, look to facilitate one of them.
6. **Salary, Pensions & Expenses** — We'll take you through how our finances work, where to go to if you have any questions around salary, pensions, benefits or if you need to submit an expense claim."
CH0070,DOC002,welcome_pack.md,company,welcome_pack,Welcome Pack,Getting Started Checklist,,Welcome Pack > Getting Started Checklist,"Our on-boarding checklist will be in your Hibob profile on your first day. Below are a few things this will cover.  
#### Everyone  
* [ ] Meet your buddy
* [ ] Attend first career development 121 to introduce role expectations
* [ ] Read the [Acceptable Use Policy](../guides/security/acceptable_use_policy.md) & [Bring Your Own Device Policy](../guides/security/bring_your_own_device.md)
* [ ] Ensure your own devices used for [work are secure](../guides/security/bring_your_own_device.md)
* [ ] Set up Slack account with picture, name(s), name pronunciation guide and [pronouns](https://www.mypronouns.org/)  
#### Non-Engineers
* [ ] Complete the [Github tutorial](https://guides.github.com/activities/hello-world/)"
CH0071,DOC002,welcome_pack.md,company,welcome_pack,Welcome Pack,Getting Started Checklist,Signing up for Services,Welcome Pack > Getting Started Checklist > Signing up for Services,"Below you'll find a list of tools that you will need to do your job. You will be setup with the accounts you'll need on your first day with us.  
Note that Google office applications (Docs, Sheets) are the preferred format for internal office documents, to be stored in Google Drive  
#### Everyone  
* [ ] Google Mail (with 2FA)
* [ ] Github (with 2FA)
* [ ] Slack (with 2FA)
* [ ] 1Password (with 2FA)
* [ ] Trello (with 2FA unless using Google Auth to login to Trello)
* [ ] HiBob  
Academy Engineers: you can skip these two for now, but you will probably need them once you graduate.  
* [ ] Xero
* [ ] Kimble  
#### Sales & Marketing  
* [ ] HubSpot
* [ ] Access to [LinkedIn Sales Navigator](https://www.linkedin.com/sales/)  
#### Engineers  
* [ ] Get access to infrastructure for delivery team"
CH0072,DOC002,welcome_pack.md,company,welcome_pack,Welcome Pack,Getting Started Checklist,Setting up your Machine,Welcome Pack > Getting Started Checklist > Setting up your Machine,"#### Engineers  
To get your machine set up with some essentials we've created [First Boot](https://github.com/madetech/first-boot).  
First Boot will install applications like Chrome, Slack, and Sequel Pro as well as installing the latest version of Ruby using `rbenv`, and the latest version of Node using `nvm`."
CH0073,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,,,Associate Business Analyst,"Associate Business Analysts will work alongside more senior team members to help deliver products and services that bring value to their users through:
- Identifying business problems and opportunities
- Conducting research to understand the public sector domain, people, organisation, processes and technology
- Explore, elicit and analyse business and user needs
- Identify areas for improvement and explore feasibility of options
- Understand any business and policy constraints that need to be considered, and assess the implications"
CH0074,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Key responsibilities,Scope,Associate Business Analyst > Key responsibilities > Scope,"Associate Business Analysts receive direction from more senior business analysts but are responsible for the output of specific tasks.  At this level, you will have limited skills and will work with others or under supervision. You will support stakeholder relationship management."
CH0075,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Key responsibilities,Practice,Associate Business Analyst > Key responsibilities > Practice,"Applies the following practices as an Associate Business Analyst, within an engagement:
- Agile working, demonstrates experience and awareness in Agile, advises on how and why Agile methods are used, and provides a clear, open and transparent framework for teams to deliver.
- Business analysis, supports the identification, investigation, analysis, and communication of complex business problems and opportunities, and helps to ensure proposed solutions meet business and user needs whilst under supervision.
- Business modelling, understands basic business modelling techniques, supports the representation of business situations, and visualises distinct business processes as directed.
- Business process improvement, provides outputs to support the design and implementation of process improvements and efficiencies in business operations and services.
- Business process testing, applies business analysis and evaluation skills to support the design, execution, and assessment of business process tests and usability evaluations.
- Methods and tools, applies appropriate tools and techniques to support the planning, analysis, development, testing, implementation, and improvement of systems and services.
- Requirements definition and management, supports the identification, analysis, capture, and validation of business and user requirements, and manages requirements and their prioritisation within a defined scope.
- Stakeholder relationship management, identifies, analyses, manages, and monitors relationships with and between internal and external stakeholders, and communicates with stakeholders clearly and regularly under supervision.
- Systems analysis, supports the analysis of IT system capabilities, identifies and specifies system requirements, and supports developing specifications and models for bespoke IT systems or software packages.
- Testing, understands the stages and purpose of testing, supports the representation of business scenarios, and traces requirements to develop functionality.
- User experience analysis, supports the analysis and prioritisation of user experience needs, understands how needs tie to system, product, or service requirements, and makes data-informed decisions based on user research findings."
CH0076,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Community of Practice (CoP),,Associate Business Analyst > Community of Practice (CoP),"Engages and participates within Made Tech communities of practice to:
- Recognise when to ask for further guidance and support and identify how to improve how we work. For example, discussing and sharing approaches, ideas and examples of practice."
CH0077,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Key measures,,Associate Business Analyst > Key measures,"- Delivery of good public services for users with clients, shown through relevant measures, for example. data, metrics, KPIs or the passing of service standards.
- Personal performance aligned with DDaT, evidenced through peer feedback."
CH0078,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Competencies,,Associate Business Analyst > Competencies,"Associate Level Business Analysts display Made Tech’s values, relevant DDaT capabilities."
CH0079,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Work perks and benefits,,Associate Business Analyst > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.
CH0080,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Salary and location,,Associate Business Analyst > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.  
The salary for this role is location dependant:  
UK: TBC
London & South East: TBC"
CH0081,DOC015,associate_business_analyst.md,roles,associate_business_analyst,Associate Business Analyst,Applying,,Associate Business Analyst > Applying,"When we’re hiring for this role, you can see the details and apply at www.madetech.com/careers. If you have any questions about the role please email us at careers@madetech.com. We’re happy to help!"
CH0082,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,,,Associate Designer,"- Location: mainly remote with occasional office and client visits
- Offices: London, Bristol, Manchester, and Swansea
- Salary: Please refer to the job advert when this role is live
- SFIA: Level 2"
CH0083,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Summary,,Associate Designer > Summary,"Made Tech wants to positively impact the country's future by using technology to improve society. We believe being design-led can create positive outcomes in the public sector through critical services enabled by technology. We’ve built a community of designers and researchers to support the public sector's growing demand for a design-led approach to service delivery.  
Associate Designers are practitioners who collaborate with others to tackle challenges faced by people and society. They work within a team to design and deliver public services. They do this by understanding problems and creating solutions that work equally well for users and stakeholders. They are active members of a healthy user-centred design (UCD) community and culture at Made Tech.  
Associate Designers might:
- have a degree in a subject like UX design or interaction design
- be a graduate of a vocational course in UX design
- already be a product designer, UX designer, service designer, or interaction designer"
CH0084,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Scope,,Associate Designer > Scope,"- Responsible to a Senior Designer for assisting in the design and delivery of public services
- Hands-on design for one product/team under guidance from a more senior designer
- Recognises when to ask for further guidance and support
- Work is reviewed regularly
- Contributes to communities of practice, discussing and sharing suggestions, approaches and ideas - including proactively seeking feedback on own work"
CH0085,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Practice,,Associate Designer > Practice,"- Come up with creative solutions to problems revealed in research
- Make things real by prototyping your ideas
- Take responsibility for sharing your own work with your team
- Improve your designs over time
- With the support of your team, explain your design decisions to stakeholders"
CH0086,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Community,,Associate Designer > Community,- Take part in Made Tech community activities
CH0087,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Key measures,,Associate Designer > Key measures,- Delivery of good public services for users in partnership with Made Tech’s clients
CH0088,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Competencies,,Associate Designer > Competencies,"- Client focus
- Drive to deliver
- Learning
- Facilitation
- Thinking through making"
CH0089,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Work perks and benefits,,Associate Designer > Work perks and benefits,"Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0090,DOC016,associate_designer.md,roles,associate_designer,Associate Designer,Applying,,Associate Designer > Applying,"When we’re hiring for this role, you can see the details and apply at www.madetech.com/careers. If you have any questions about the role please email us at [careers@madetech.com](mailto:careers@madetech.com). We’re happy to help!"
CH0091,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,,,Associate Product Manager,"Associate Product Managers make sure products and services deliver measurable value, by exploring:  
- **user needs** - defined through comprehensive research
- **organisational needs** - defined by the requirements placed upon or introduced by the client (e.g. legislation)
- **service needs** - non-functional requirements"
CH0092,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Scope,,Associate Product Manager > Scope,"Associate Product Managers:
- Assist work on a single engagement or work on a low risk, simple engagement
- Have some experience of Product Management practices, principles and approaches or a related discipline
- Engage within the community of practice
- Display the [Associate Product Manager DDaT competencies](https://www.gov.uk/guidance/product-manager#associate-product-manager) and [SFIA Level 2 Behaviours](https://sfia-online.org/en/sfia-8/responsibilities/level-2)  
Associate Product Managers should expect to regularly have their work peer-reviewed and work under direction of their line manager."
CH0093,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Practice,,Associate Product Manager > Practice,"Applies or assists application of the following practices as Associate Product Manager, within an engagement:  
- identifies value for users, services and organisations using research and analysis
- prioritises work to deliver increments of value to users
- makes sure engagements have measurable outcomes
- negotiates product governance by recommending the definitions of ready and done, and developing success criteria
- can identify, understand and manage issues and risks
- participates as a team member, seeking opportunities for collaboration and continuous improvement
- assists the delivery manager to track progress and show our work to clients and colleagues
- applies the agile mindset to enable best practice and realisation of value
- enables teams to be effective by fostering a culture that supports psychological safety"
CH0094,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Community of Practice (CoP),,Associate Product Manager > Community of Practice (CoP),"Engages and participates within Made Tech communities of practice to:  
- build an inclusive and supportive culture
- recognise when to ask for further guidance and support and identify how to improve how we work, for example, by discussing and sharing approaches, ideas and examples of practice
- understand the role and activities of Product Managers, to develop their practice"
CH0095,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Key measures,,Associate Product Manager > Key measures,"- Delivery of good public services for users with clients, shown through relevant measures, for example. data, metrics, KPIs or the passing of service standards
- Personal performance aligned with DDaT and SFIA grade, evidenced through peer feedback"
CH0096,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Competencies,,Associate Product Manager > Competencies,"Associate Product Managers display Made Tech’s [values](https://github.com/madetech/handbook/blob/main/company/about.md), relevant [DDaT capabilities](https://www.gov.uk/guidance/product-manager) and [SFIA (Level 2)](https://sfia-online.org/en/sfia-8/responsibilities/level-2) behaviours."
CH0097,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Work perks and benefits,,Associate Product Manager > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.
CH0098,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Salary and location,,Associate Product Manager > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0099,DOC017,associate_product_manager.md,roles,associate_product_manager,Associate Product Manager,Applying,,Associate Product Manager > Applying,"When we’re hiring for this role, you can see the details and apply at www.madetech.com/careers. If you have any questions about the role please email us at careers@madetech.com. We’re happy to help!"
CH0100,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,,,Associate Software Engineer,"Our engineers build software that makes our clients happy. They prefer problem solving over completing tasks, love learning from colleagues, and work as a unified team to help deliver projects that make a real difference to people’s lives."
CH0101,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,Your role at Made Tech,,Associate Software Engineer > Your role at Made Tech,"We primarily write and deliver custom software for the public sector. Technical excellence for us isn’t about delivering to feature lists. We place a strong emphasis on outcome-based delivery, making sure our clients’ goals are understood and achieved with the technology we deploy.  
Our teams have used Ruby with Rails and Sinatra, ES6 with React and Angular 2, and C# with .NET Core. We don’t limit ourselves and we expect all of our engineers to be keen on learning new technologies. Automation is important to our teams, so we make sure there’s a CD pipeline set up to build, test, and release. We’re usually responsible for setting up clients’ infrastructure, too. For example, on AWS, GCP or Azure using tools like Terraform. Though, sometimes we opt for a Platform as a Service like Heroku."
CH0102,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,What experience are we looking for?,,Associate Software Engineer > What experience are we looking for?,All of our Software Engineers are trained first as an Academy Software Engineer within our 12-week academy programme.
CH0103,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,Work perks and benefits,,Associate Software Engineer > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.
CH0104,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,Salary and location,,Associate Software Engineer > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0105,DOC018,associate_software_engineer.md,roles,associate_software_engineer,Associate Software Engineer,Applying,,Associate Software Engineer > Applying,"We don't hire directly for Associate Software Engineer roles at Made Tech. We prioritise our hiring opportunities towards our Software Engineering Academy. You’ll need to complete our 12-week academy programme. After your first 6 months at Made Tech, you’ll be in a position to pass probation and become an Associate Software Engineer with us. Learn more about our academy and find out when we’re accepting applications at https://www.madetech.com/careers/academy. We’d still love to hear from you if you feel our academy or more senior engineering roles aren’t a good fit for you. If you have any questions, drop us a line at [careers@madetech.com](mailto:careers@madetech.com)."
CH0106,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,,,Delivery Director,"Our Delivery Directors are each responsible for the successful delivery of our entire portfolio of client activity in an industry.
You will be pivotal in leading our delivery across multiple clients within the industry and managing client relationships at the most senior level.
Commercially experienced with deep client delivery expertise, you will be responsible for overseeing a portfolio of client revenues in excess of £10million per annum.
You will ensure the successful execution of projects, client delight, team engagement, and the continued growth of our business within the public sector."
CH0107,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,Outcomes,,Delivery Director > Outcomes,"Our Delivery Directors report directly to the Chief Delivery & Transformation Officer with a dotted line to the relevant Industry Director. Successful Delivery Directors are able to build teams that connect our Capability Practices, Industry Practices and clients.  
Key outcomes for Delivery Directors:
* Demonstrate leadership and expertise in your Industry and in professional services delivery
* Support Industry and Made Tech commercial growth balanced with delivery quality and risk
* Develop senior relationships with client counterparts and stakeholders to build Made Tech’s reputation, reach and impact
* Support the development of the Delivery Managers within your Industry
* Contribute to the ongoing development of the Delivery Management practice and other Capability Practices as a member of the Capability Leadership Team"
CH0108,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,Responsibilities,,Delivery Director > Responsibilities,"1. Enable client success
* Ensure the successful delivery of client outcomes within your portfolio
* Support clients in the achievement of their wider outcomes through becoming a trusted advisor and building a senior network within their organisations
* Support the Delivery Managers working on your engagements to ensure the right client outcomes are achieved  
2. Develop, nurture and maintain strong stakeholder and peer relationships
* Build peer-to-peer relationships within our clients, wider industry and the Made Tech business
* Anticipate and understand client needs and objectives to drive alignment of our services, solutions and propositions
* Be a visible and active member of relevant forums, bodies and communities - internally and externally - to build strong stakeholder networks, support personal and professional development, and represent the Made Tech brand.
* Bring clients across government together where they have common problems and to build valuable networks through introductions, community events or thought leadership  
3. Enable Made Tech commercial success
* Support the growth (revenue and margin) of the industry
*  Ensure proposals are produced and delivered successfully
* Ensure proposal teams are suitably resourced
* Ensure solutions are appropriately scoped (incl. team shapes)
* Invite Capability Practices and subject matter experts  to contribute to the growth of your accounts
* Own the financial performance of the engagements across the Industry portfolio
*  Drive delivery teams to deliver or exceed target margin
* Work with Capability Practice leads to ensure appropriate staffing of engagements
* Work with the Delivery Managers within your Industry portfolio to monitor project budgets, margins, and revenues, and support them     to implement strategies to maximise profitability
* Support the growth of industry-specific skills
* Build and maintain Industry community of practice to develop the virtual team
* Create a forward view of the required skills and capabilities for the Industry. Support the Capability Practices in inclusive hiring and developing appropriate skills
* Bring Industry and client-specific insights back into the business
* Support the development of Industry-specific propositions
* Collaborate with Industry and wider Made Tech leadership to develop and execute strategies for business growth within the accounts, industry and business
* Identify new opportunities and markets for expansion.
* Ensure Industry and account forecasts are accurate  
4. Ensure delivery is consistently of the highest quality from Made Tech
* Provide delivery leadership across multiple client accounts and effectively delegate to the Delivery Managers within your Industry portfolio (dotted-line reports)
* Ensure engagements are delivered on time, within scope, and within budget
* Manage project teams and resources effectively
* Identify performance issues and work with the account teams and Capability Practices to ensure these are addressed
* Work with the Capability Practices to ensure that the appropriate tools, templates, approaches, methodologies and playbooks are actively used on deliveries
* Coach our Delivery Managers and wider delivery community
* Support the development of the Delivery Management practice
* Ensure compliance with Made Tech and client legal, governance and reporting standards
* Drive continuous improvement across all of our deliveries"
CH0109,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,Competencies & Experience,,Delivery Director > Competencies & Experience,"The Delivery Director role is part of the Capabilities Leadership Team and is currently graded at SFIA Level 6. In addition to this, the below competencies and behaviours will be expected:
* Role modelling of Made Tech’s values and behaviours
* Alignment to our purpose, and our vision
* Strategic thinking and planning
* Commercial awareness
* Results-oriented
* Passionate about delighting the customer; anticipate and solve client problems, not just respond to demand
* Time management including balancing multiple priorities
* Performance management of indirect reports
* Prioritise diversity and inclusion in goals and day-to-day activity
* Inspiring leadership and open communication
* Deep client and industry expertise; an understanding of their unique issues and insight/ experiences from other projects
* Manage delivery and reputational risk, maintain velocity and ensure solution safety
* Engage early on client business problems and delivery issues
* Able to align the relevant teams to Industry Verticals
* Improve client focus across our business  
And the type of experience we anticipate you will bring:
* You’ll have proven experience in project and programme management, or delivery management, preferably in the digital, software and services industry
* Proven track record of successfully managing and delivering large-scale projects and portfolios (revenues of £1m-£10m+)
* Experience of engaging at senior levels on strategy and developing relationships based on your subject matter expertise
* Experience of account or business growth through any combination of supporting bids, client relationship building, solution shaping, senior consulting engagements or similar
* Strong leadership and team management skills. You’ll have actively coached, mentored and managed (directly or matrix) diverse teams achieving demonstrable positive people results
* Excellent financial acumen and budget management skills
* Strong problem-solving and decision-making capabilities
* Knowledge of the UK public sector, the Industry you’ll be leading in, and the unique requirements that the sector and industry bring is highly desirable
* Relevant certifications are also a plus."
CH0110,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,Work perks and benefits,,Delivery Director > Work perks and benefits,Take a look at the Benefits & Perks section of the Made Tech Handbook to see what we can offer you.
CH0111,DOC019,delivery_director.md,roles,delivery_director,Delivery Director,Salary and location,,Delivery Director > Salary and location,"We adopt a hybrid approach and anticipate that most roles will spend a mixture of time within our offices, client sites and working remotely. We have offices in London, Bristol, Manchester, and Swansea and our clients are across the UK.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0112,DOC020,finance_business_partner.md,roles,finance_business_partner,Summary,,,Summary,"A commercially-focussed business partner with financial expertise who has strong analytical experience, facilitates collaborative and informed decision making, can influence commercial decisions, and can negotiate people’s buy-in to deliver on the company's financial and strategic objectives."
CH0113,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,,,The Role at Made Tech,"Our finance team is a critical partner in driving business growth and profitability.  
As a Finance Business Partner, you will play a pivotal role in connecting finance with the broader business. Acting as a strategic advisor to departmental heads and senior management, you will provide insights, analysis, and financial leadership to support data-driven decision-making.  
This role goes beyond traditional financial reporting — you will be forward looking, able to identify patterns, and proactively engage commercial leaders. You will identify opportunities that create value and foresee and mitigate risks to commercial decisions.  You will contribute confidently, clearly, and with sensitivity as you build your own knowledge and relationships across the company. You will drive high performance, seek efficiencies, and develop creative solutions to complex challenges.  
A positive attitude and desire to create a collaborative culture is a must. You should have the ability to work on your own initiative, as well as being a good team player - joining a team committed to the success of Made Tech.  
Reporting to the Financial Controller, this role will see you proactively engaging the business on financial performance, sharing insights and gathering feedback. You will be technically strong, and commercially astute. You will prepare - and may need to create - your own financial models for reporting, forecasts and budgets using google office suite.  
At Made Tech, we’re collectively continuing to grow a culture that is happy, healthy, safe and inspiring for people of all backgrounds and experiences, so we encourage all people from underrepresented groups to apply for roles with us. Have we caught your interest? Please read on…"
